,shop_name,STREET,LOCALITY,REGION,POSTAL_CODE
933,Starbucks,"66 Gerrard St E, ","Toronto, ","ON, ",M5B 1G3
934,Starbucks,"25 The West Mall,CRU 3038, ","Etobicoke, ","ON, ",M9C 5H5
935,Starbucks,"1020 Kingston Rd, ","Toronto, ","ON, ",M4E 1T4
936,Starbucks,"1 Avondale Ave, ","Toronto, ","ON, ",M2N 7J1
937,Starbucks,"2201 Dundas St W, ","Toronto, ","ON, ",M6R 1X5
938,Starbucks,"161 Bay St, ","Toronto, ","ON, ",M5J 2T3
939,Starbucks,"2-1015 Sheppard Ave E, ","Toronto, ","ON, ",M2K 1C2
940,Starbucks,"55 Bloor St W, ","Toronto, ","ON, ",M4W 1A5
941,Starbucks,"130 King St W,CS12A, ","Toronto, ","ON, ",M5X 1E1
942,Starbucks,"100-1250 Bay St, ","Toronto, ","ON, ",M5R 2B1
943,Starbucks,"2555 Victoria Park Ave, ","Toronto, ","ON, ",M1T 1A3
944,Starbucks,"255 Morningside Ave, ","Toronto, ","ON, ",M1E 3E6
945,Starbucks,"1-123 Front St W, ","Toronto, ","ON, ",M5J 2M2
946,Starbucks,"888 Danforth Ave, ","Toronto, ","ON, ",M4J 1L9
947,Starbucks,"687 St Clair Ave W, ","Toronto, ","ON, ",M6C 1B2
948,Starbucks,"5-2081 Steeles Ave W, ","Toronto, ","ON, ",M3J 3N3
949,Starbucks,"224 Wellington St W, ","Toronto, ","ON, ",M5V 3T5
950,Starbucks,"208 Queens Quay W, ","Toronto, ","ON, ",M5J 2Y1
951,Starbucks,"4-438 Richmond St W, ","Toronto, ","ON, ",M5V 3S6
952,Starbucks,"1417 Danforth Ave, ","Toronto, ","ON, ",M4J 1N2
953,Starbucks,"111 St Clair Ave W, ","Toronto, ","ON, ",M4V 1N5
954,Starbucks,"2208 Lake Shore Blvd West, ","Etobicoke, ","ON, ",M8V 1A4
955,Starbucks,"2E Spadina Ave, ","Toronto, ","ON, ",M5V 3Y5
956,Starbucks,"347 Yonge St, ","Toronto, ","ON, ",M5B 1S1
957,Starbucks,"4025 Yonge St, ","Toronto, ","ON, ",M2P 2E3
958,Starbucks,"100 Lynn Williams St, ","Toronto, ","ON, ",M6K 3N6
959,Starbucks,"1228 St Clair Ave W, ","Toronto, ","ON, ",M6E 1B7
960,Starbucks,"3199 Lake Shore Blvd W, ","Toronto, ","ON, ",M8V 1K8
961,Starbucks,"200 Wellington St W, ","Toronto, ","ON, ",M5V 3C7
962,Starbucks,"1 Blue Jays Way, ","Toronto, ","ON, ",M5V 1J4
963,Starbucks,"18-600 Fleet St, ","Toronto, ","ON, ",M5V 1B7
964,Starbucks,"1-65 Dusk Dr, ","Brampton, ","ON, ",L6Y 0H7
965,Starbucks,"R1-525 University Ave, ","Toronto, ","ON, ",M5G 2L3
966,Starbucks,"3300 Bloor St W, ","Toronto, ","ON, ",M8X 2X3
967,Starbucks,"200 Front St W, ","Toronto, ","ON, ",M5V 3K2
968,Starbucks,"10 Lower Jarvis St, ","Toronto, ","ON, ",M5E 1Z2
969,Starbucks,"249 Queen's Quay W, ","Toronto, ","ON, ",M5J 2N5
970,Starbucks,"50 Musgrave St, ","Toronto, ","ON, ",M4E 3W2
971,Starbucks,"829 The Queensway, ","Toronto, ","ON, ",M8Z 1N6
972,Starbucks,"A14-3000 Highway 7 E, ","Markham, ","ON, ",L3R 6E1
973,Starbucks,"925 Dixon Rd, ","Toronto, ","ON, ",M9W 1J8
974,Starbucks,"100 King W, ","Toronto, ","ON, ",M5X 1A9
975,Starbucks,"201 Lloyd Manor Rd, ","Toronto, ","ON, ",M9B 6H6
976,Starbucks,"3-686 Bay St, ","Toronto, ","ON, ",M5G 0A4
977,Starbucks,"201-1230 Queen St W, ","Toronto, ","ON, ",M6J 0B4
978,Starbucks,"60-351 King St E, ","Toronto, ","ON, ",M5A 1L1
979,Starbucks,"104-1 Yonge St, ","Toronto, ","ON, ",M5E 1E5
980,Starbucks,"6355 Yonge St, ","Toronto, ","ON, ",M2M 3X8
981,Starbucks,"102.3A-180 Queen St W, ","Toronto, ","ON, ",M5V 3X3
982,Starbucks,"39 Eglinton Ave E, ","Toronto, ","ON, ",M4P 1A2
983,Starbucks,"Non, ","Non, ","ON, ",Non
984,Starbucks,"95 St. Clair Ave W, ","Toronto, ","ON, ",M4V 1N7
985,Starbucks,"10 Dundas St E, ","Toronto, ","ON, ",M5B 1R7
986,Starbucks,"1800 Sheppard Ave E, ","Toronto, ","ON, ",M2J 5A7
987,Starbucks,"2300 Yonge St, ","Toronto, ","ON, ",M4P 1E4
988,Starbucks,"303-65 Dundas St W, ","Toronto, ","ON, ",M5G 2C3
989,Starbucks,"694 Mount Pleasant Rd, ","Toronto, ","ON, ",M4S 2N3
990,Starbucks,"680 College St, ","Toronto, ","ON, ",M6G 1C1
991,Starbucks,"1-2 Ossington Ave, ","Toronto, ","ON, ",M6J 2Y7
992,Starbucks,"878 Eglinton Ave E, ","Toronto, ","ON, ",M4G 2L1
993,Starbucks,"3-150 Bloor St W, ","Toronto, ","ON, ",M5S 2X9
994,Starbucks,"326-1 Yorkdale Rd, ","Toronto, ","ON, ",M6A 3A1
995,Starbucks,"5251 Dundas St W, ","Toronto, ","ON, ",M9B 1B2
996,Starbucks,"A2-6714 Kingston Rd, ","Toronto, ","ON, ",M1B 1G8
997,Starbucks,"200 Bay St, ","Toronto, ","ON, ",M5J 2W4
998,Starbucks,"120 Adelaide St W, ","Toronto, ","ON, ",M5H 1T1
999,Starbucks,"100-95 Wellington St W, ","Toronto, ","ON, ",M5J 2N7
1000,Starbucks,"316 Queen St W, ","Toronto, ","ON, ",M5V 2A2
1001,Starbucks,"3671 Bathurst St, ","North York, ","ON, ",M6A 2E6
1002,Starbucks,"56-300 Borough Dr, ","Toronto, ","ON, ",M1P 4P5
1003,Starbucks,"37 Grosvenor St, ","Toronto, ","ON, ",M4Y 3G5
1004,Starbucks,"504 St Clair Ave W, ","Toronto, ","ON, ",M6C 1A2
1005,Starbucks,"3-170 Rimrock Rd, ","Toronto, ","ON, ",M3J 3A6
1006,Starbucks,"1 Bedford Ave, ","Toronto, ","ON, ",M5R 2J7
1007,Starbucks,"3077 Dundas St W, ","Toronto, ","ON, ",M6P 1Z5
1008,Starbucks,"5140 Yonge St, ","Toronto, ","ON, ",M2N 6L7
1009,Starbucks,"25 York St, ","Toronto, ","ON, ",M5J 2V5
1010,Starbucks,"218 Yonge St,1-158, ","Toronto, ","ON, ",M5B 2H6
1011,Starbucks,"C3-2 Bloor St E, ","Toronto, ","ON, ",M4W 1A8
1012,Starbucks,"5-8 Wellesley Ave, ","Toronto, ","ON, ",M4Y 1G2
1013,Starbucks,"220 Yonge St, ","Toronto, ","ON, ",M5B 2H6
1014,Starbucks,"137-155 Wellington St W, ","Toronto, ","ON, ",M5V 3H1
1015,Starbucks,"604 Danforth Ave, ","Toronto, ","ON, ",M4K 1R1
1016,Starbucks,"370 King St W, ","Toronto, ","ON, ",M5V 1J9
1017,Starbucks,"20 William Kitchen Rd, ","Scarborough, ","ON, ",M1P 5B7
1018,Starbucks,"142 Adelaide St E, ","Toronto, ","ON, ",M5C 1K9
1019,Starbucks,"978 Coxwell Ave, ","Toronto, ","ON, ",M4C 3G5
1020,Starbucks,"142 John St, ","Toronto, ","ON, ",M5V 2E3
1021,Starbucks,"6 Pabst Ln, ","Toronto, ","ON, ",M3C 0H8
1022,Starbucks,"2193C Yonge St, Unit Space C, ","Toronto, ","ON, ",M4S 2V2
1023,Starbucks,"580 Queen St W, ","Toronto, ","ON, ",M5V 2B5
1024,Starbucks,"62 Laird Dr, ","Toronto, ","ON, ",M4G 3V1
1025,Starbucks,"3-55 University Ave, ","Toronto, ","ON, ",M5J 2H7
1026,Starbucks,"150 Dundas St W, ","Toronto, ","ON, ",M5G 1C6
1027,Starbucks,"195-900 Dufferin St, ","Toronto, ","ON, ",M6H 4A9
1028,Starbucks,"661 University Ave, ","Toronto, ","ON, ",M5G 1M1
1029,Starbucks,"A1-251 King St E, ","Toronto, ","ON, ",M5A 1K2
1030,Starbucks,"65 Front St W, ","Toronto, ","ON, ",M5J 1E5
1031,Starbucks,"106 Danforth Ave, ","Toronto, ","ON, ",M4K 1N1
1032,Starbucks,"120 Bremner Blvd, ","Toronto, ","ON, ",M5J 0A8
1033,Starbucks,"150A Park Lawn Rd, ","Etobicoke, ","ON, ",M8Y 3H8
1034,Starbucks,"5150 Yonge St, ","North York, ","ON, ",M2N 6L7
1035,Starbucks,"75 Billy Bishop Way A3, ","Toronto, ","ON, ",M3K 2C8
1036,Starbucks,"110C Bloor St W, ","Toronto, ","ON, ",M5S 2W7
1037,Starbucks,"Non, ","Non, ","Non, ",Non
1038,Starbucks,"2-338 Adelaide W, ","Toronto, ","ON, ",M5V 1P8
1039,Starbucks,"1320 Castlefield Ave,Building D, ","Toronto, ","ON, ",M6B 4B3
1040,Starbucks,"1001-2387 Kingston Rd, ","Toronto, ","ON, ",M1N 1V1
1041,Starbucks,"9350 Yonge Street F016B, ","Toronto, ","ON, ",L4C 5G2
1042,Starbucks,"190 Queen St E, ","Brampton, ","ON, ",L6W 2B3
1043,Starbucks,"209 Victoria St, ","Toronto, ","ON, ",M5B 1T8
1044,Starbucks,"111 Elizabeth St, ","Toronto, ","ON, ",M5G 1P7
1045,Starbucks,"4700 Keele St, ","Toronto, ","ON, ",M3J 1P3
1046,Starbucks,"93 Laird Dr, ","Toronto, ","ON, ",M4G 3T8
1047,Starbucks,"369 Huron St, ","Toronto, ","ON, ",M5S 1A5
1048,Starbucks,"15 York St, ","Toronto, ","ON, ",M5J 0A3
1049,Starbucks,"1200 King St W, ","Toronto, ","ON, ",M6K 1G4
1050,Starbucks,"808 York Mills Rd, ","Toronto, ","ON, ",M3B 1X7
1051,Starbucks,"446 Spadina Rd, ","Toronto, ","ON, ",M5P 3M2
1052,Starbucks,"900 Eglinton Ave W, ","Toronto, ","ON, ",M6C 2B6
1053,Starbucks,"176 Yonge St, ","Toronto, ","ON, ",M5C 2L7
1054,Starbucks,"81 Front St E, ","Toronto, ","ON, ",M5E 1B8
1055,Starbucks,"1 King's College Cir, ","Toronto, ","ON, ",M5S 1A8
1056,Starbucks,"100 Bloor St E, ","Toronto, ","ON, ",M4W 1A8
1057,Starbucks,"102-145 Richmond St W, ","Toronto, ","ON, ",M5H 2L2
1058,Starbucks,"444 Eglinton Ave W, ","Toronto, ","ON, ",M5N 1A5
1059,Starbucks,"1887 Avenue Rd, ","Toronto, ","ON, ",M5M 3Z9
1060,Starbucks,"55 Harbord St, ","Toronto, ","ON, ",M5S 2W6
1061,Starbucks,"40 King St W, ","Toronto, ","ON, ",M5H 3Y2
1062,Starbucks,"161A-25 Peel Centre Dr, ","Brampton, ","ON, ",L6T 3R5
1063,Starbucks,"4242 Dundas St W, ","Toronto, ","ON, ",M8X 1Y6
1064,Starbucks,"109 Princes' Blvd, ","Toronto, ","ON, ",M6K 3C3
1065,Starbucks,"407 Yonge St, ","Toronto, ","ON, ",M5B 1S9
1066,Starbucks,"3050 Yonge St, ","Toronto, ","ON, ",M4N 2K4
1067,Starbucks,"675 Yonge St, ","Toronto, ","ON, ",M4Y 2B2
1068,Starbucks,"66 Wellington St W, ","Toronto, ","ON, ",M5J 2W4
1069,Starbucks,"5-3563 Lake Shore Blvd W, ","Toronto, ","ON, ",M8W 1N6
1070,Starbucks,"1-300 Front W, ","Toronto, ","ON, ",M5V 0E9
1071,Starbucks,"47 Charles St W, ","Toronto, ","ON, ",M4Y 2R4
1072,Starbucks,"2300 Yonge St, S 4 Concourse Level, ","Toronto, ","ON, ",M4P 1E4
1073,Starbucks,"374 Evans Ave, ","Etobicoke, ","ON, ",M8Z 1K6
1074,Starbucks,"1205-5140 Yonge St, ","Toronto, ","ON, ",M2N 6L7
1075,Starbucks,"101-10 Lower Spadina Ave, ","Toronto, ","ON, ",M5V 2Z2
1076,Starbucks,"101-439 University Ave, ","Toronto, ","ON, ",M5G 2H6
1077,Starbucks,"444 Yonge St, ","Toronto, ","ON, ",M5B 2H4
1078,Starbucks,"3401 Dufferin St, ","Toronto, ","ON, ",M6A 2T9
1079,Starbucks,"108-2151 St Clair Ave W, ","Toronto, ","ON, ",M6N 1K5
1080,Starbucks,"25 King St W Unit C250, ","Toronto, ","ON, ",M5L 2A1
1081,Starbucks,"132 Queens Quay E, ","Toronto, ","ON, ",M5A 3Y5
1082,Starbucks,"5-1 Bloor St E, ","Toronto, ","ON, ",M4W 1A9
1083,Starbucks,"4800 Yonge St, ","Toronto, ","ON, ",M2N 6G5
1084,Starbucks,"62-66 Overlea Blvd, ","Toronto, ","ON, ",M4H 1C4
1085,Starbucks,"9222B Keele St, ","Vaughan, ","ON, ",L4K 5A3
1086,Starbucks,"1090 Bloor St W, ","Toronto, ","ON, ",M6H 1M6
1087,Starbucks,"650 Dupont St, Loblaws, ","Toronto, ","ON, ",M6G 4B1
1088,Starbucks,"11 Redway Rd, Loblaws, ","Toronto, ","ON, ",M4H 1P6
1089,Starbucks,"1507 Avenue Rd, ","Toronto, ","ON, ",M5M 3X3
1090,Starbucks,"101-5650 Yonge St, ","Toronto, ","ON, ",M2M 4G3
1091,Starbucks,"17 Leslie St, Loblaws, ","Toronto, ","ON, ",M4M 3H9
1092,Starbucks,"6 Pabst Lane, ","Toronto, ","ON, ",M3C 0H4
1093,Starbucks,"3300 Dufferin St, ","Toronto, ","ON, ",M6A 2T5
1094,Starbucks,"253 Jarvis St Unit A, Retail, ","Toronto, ","ON, ",M5B 2C2
1095,Starbucks,"1090 Bloor St W, ","Toronto, ","ON, ",M6H 1M6
1096,Starbucks Coffee,"6-6855 Airport Rd, ","Mississauga, ","ON, ",L4V 1Y9
1097,Starbucks Coffee,"525 University Ave, ","Toronto, ","ON, ",M5G 2L3
1098,Starbucks Robart's,"130 St. George St, ","Toronto, ","ON, ",M5S 1A5
1099,Stargate Cafe,"1173 Dundas St W, ","Toronto, ","ON, ",M6J 1X3
1100,Starlight Cafe,"1375 Dundas St W, ","Toronto, ","ON, ",M6J 1Y3
1101,Stars Coffee,"8-219 Fort York Blvd, ","Toronto, ","ON, ",M5V 1B1
1102,Station Cold Brew Coffee Co,"300 Campbell Ave, ","Toronto, ","ON, ",M6P 3V6
1103,Steady /Cafe,"1051 Bloor St W, ","Toronto, ","ON, ",M6H 1M4
1104,Stefano's Cafe,"1984 Eglinton Ave W, ","York, ","ON, ",M6E 2J9
1105,Story Planet,"269 Gerrard St E, ","Toronto, ","ON, ",M5A 2G3
1106,Studio Cafe,"21 Avenue Rd, ","Toronto, ","ON, ",Non
1107,Sugar Marmalade,"5322 Yonge St, ","North York, ","ON, ",M2N 5P9
1108,Sul & Bean - Korean Dessert Cafe,"9737 Yonge St, ","Richmond Hill, ","ON, ",L4C 8S7
1109,Sunflower Café,"450 Parliament St, ","Toronto, ","ON, ",M5A 3A2
1110,Sunny Joes,"250 Sorauren Ave, ","Toronto, ","ON, ",M6R 2G2
1111,Sunrise Bagel,"1530 Albion Rd, ","Toronto, ","ON, ",M9V 1B3
1112,Sunso Est West Cafe,"3-700 University Ave, ","Toronto, ","ON, ",M5G 1Z5
1113,Super-Jet International Coffee Shop,"346 Dupont St, ","Toronto, ","ON, ",M5R 1V9
1114,Supercoffee,"1148 Weston Rd, ","York, ","ON, ",M6N 3S4
1115,Sur Cafe,"4949 Bathurst St, ","North York, ","ON, ",M2R 1Y1
1116,Sweat; & Soda,"1091 Queen St E, ","Toronto, ","ON, ",M4M 1K7
1117,Sweet House Coffee,"543 Marlee Ave, ","North York, ","ON, ",M6B 3J3
1118,Sweetway Cafe & Eatery,"170 The Donway W, ","North York, ","ON, ",M3C 2G3
1119,Symposium Cafe Restaurant & Lounge,"5221 Yonge St, ","North York, ","ON, ",M2N 5P8
1120,T & M Sidewalk Cafe,"1344 Danforth Ave, ","Toronto, ","ON, ",M4J 1M9
1121,Tai Pan Cafe,"3668 Weston Rd, ","North York, ","ON, ",M9L 1W2
1122,Tailor Made Café,"104-1867 Yonge St, ","Toronto, ","ON, ",M4S 1Y5
1123,Tall Boys Craft Beer Pub,"838 Bloor St W, ","Toronto, ","ON, ",M6G 1M2
1124,Tamp Coffee Co,"2049 Pine St, ","Burlington, ","ON, ",L7R 1E9
1125,Tangerine North Café,"3389 Steeles Ave E, ","North York, ","ON, ",M2H 3S8
1126,Tango Palace Coffee Co,"1156 Queen St E, ","Toronto, ","ON, ",M4M 1L2
1127,Tarts Treats And Cakes,"570 Wilson Av, ","North York, ","ON, ",M3K 1E3
1128,Tarts Treats And Coffee,"1700 Sheppard Ave E, ","Toronto, ","ON, ",M2J 5G9
1129,Tasso,"540 Parliament St, ","Toronto, ","ON, ",M4X 1P6
1130,Tea Shop 168,"495 Bloor St W, ","Toronto, ","ON, ",M5S 1Y2
1131,Teatree Cafe And Eatery,"867 Danforth Ave, ","Toronto, ","ON, ",M4J 1L8
1132,Temporarily Closed - Second Cup Coffee Co.,"40 Eglinton Avenue East, ","Toronto, ","ON, ",M4P 3A2
1133,Tertulia,"711 Queen St E, ","Toronto, ","ON, ",M4M 1H1
1134,Test Instant Pot 29,"91 Hanson St, ","Toronto, ","ON, ",M4C 5P3
1135,Test Yuan 2,"703-15 Fort York Blvd, ","Toronto, ","ON, ",M5V 3Y4
1136,Thai 5 Cafe,"69-670 Hwy 7 East, ","Richmond Hill, ","ON, ",L4B 3P2
1137,Thai Basil Garden,"1011 Finch Ave W, ","North York, ","ON, ",M3J 2C7
1138,Thank U Coffee,"3 Isabella St, ","Toronto, ","ON, ",M4Y 1M7
1139,The Alternative Café,"439 Richmond St W, ","Toronto, ","ON, ",M5V 1X9
1140,The Bagel Stop,"220 Yonge St, ","Toronto, ","ON, ",M5B 2H1
1141,The Bandit Coffee Group,"1925 Gerrard St E, ","Toronto, ","ON, ",M4L 2C2
1142,The Birchcliff,"1666 Kingston Rd, ","Scarborough, ","ON, ",M1N 1S5
1143,The Break Cafe,"305 Milner Ave, ","Scarborough, ","ON, ",M1B 3V4
1144,The Brick,"1289 Gerrard St E, ","Toronto, ","ON, ",M4L 1Y5
1145,The Brockton Haunt,"1150 College St, ","Toronto, ","ON, ",M6H 1B6
1146,The Brockton Haunt,"1150 College St, ","Toronto, ","ON, ",M6H 1B6
1147,The Christian Cafe Com Inc,"269 Old Orchard Grove, ","Toronto, ","ON, ",M5M 2E6
1148,The Christie,"146 Christie St, ","Toronto, ","ON, ",M6G 3B2
1149,The Chuckling Civet Coffee Company,"929 Ossington Ave, ","Toronto, ","ON, ",M6G 3V4
1150,The Coffee Bar Inc,"346 Front St W, ","Toronto, ","ON, ",M5V 3W7
1151,The Coffee Cup,"181 Baldwin St, ","Toronto, ","ON, ",M5T 1L9
1152,The Coffee Lab,"333 Bloor St W, ","Toronto, ","ON, ",M5S 1W7
1153,The Corner Espresso,"20 Saint Patrick St, ","Toronto, ","ON, ",M5T 2Y4
1154,The Cornerstone,"1519 Gerrard St E, ","Toronto, ","ON, ",M4L 2A4
1155,The Drink,"459 Church St, ","Toronto, ","ON, ",M4Y 2C5
1156,The Espresso Bar,"107-29 Bellair St, ","Toronto, ","ON, ",M5R 2C8
1157,The Gallery Studio Cafe,"2877 Lake Shore Blvd W, ","Etobicoke, ","ON, ",M8V 1J1
1158,The Good Food Co,"12 Upjohn Rd, ","North York, ","ON, ",M3B 2V9
1159,The Good Food Ethos,"96 Langford Ave, ","Toronto, ","ON, ",M4J 3E3
1160,The Gourmet Cup,"3003 Danforth Ave, ","East York, ","ON, ",M4C 1M9
1161,The Green Café,"Non, ","TORONTO, ","ON, ",Non
1162,The Green Grind Cafe,"567 College St, ","Toronto, ","ON, ",M6G 3W9
1163,The Grind Coffee & Wine Bar,"Non, ","Non, ","ON, ",Non
1164,The Hot Oven Bakery Cafe,"2974 Bloor St W, ","Etobicoke, ","ON, ",M8X 1B9
1165,The Hot Oven Bakery Cafe Ltd,"177 Roncesvalles Ave, ","Toronto, ","ON, ",M6R 2L5
1166,The Independent,"96 Spadina Ave, 1st floor, ","Toronto, ","ON, ",M5V 2J6
1167,The Innis Cafe,"2 Sussex Ave, ","Toronto, ","ON, ",M5S 1J5
1168,The Lounge Cafe & Bar,"Non, ","Non, ","ON, ",Non
1169,The Mad Bean,"519 Eglinton Ave W, ","Toronto, ","ON, ",M5N 1B1
1170,The Maker Bean Cafe,"770 Don Mills Rd, ","North York, ","ON, ",M3C 1T3
1171,The Mexican Arabica Bean Company,"25-6 Leonard Cir, ","Toronto, ","ON, ",M4E 2Z7
1172,The Mint Coffee And Tea Co.,"911 Yonge St, ","Toronto, ","ON, ",M4W 2H2
1173,The Music Garden Cafe,"466 Queens Quay W, ","Toronto, ","ON, ",M5V 2Y3
1174,The Neo Café,"627 Queens Quay W, ","Toronto, ","ON, ",M5V 3G3
1175,The One in the Only Coffee House,"972 Danforth Ave, ","Toronto, ","ON, ",M4J 1L9
1176,The Original One Bubble Tea,"707 Dundas St W, ","Toronto, ","ON, ",M5T 2W6
1177,The Prinice Cafe,"205 Dundas St W, ","Toronto, ","ON, ",M5G 1C8
1178,The Roastery Coffee House,"219 Dufferin St, ","Toronto, ","ON, ",M6K 3J1
1179,The Scoop And Bean,"2 Follis Ave, ","Toronto, ","ON, ",M6G 1S3
1180,The Scullery Cafe,"200 Carlton St, ","Toronto, ","ON, ",M5A 2L1
1181,The Scullery Cafe,"200 Carlton St, ","Toronto, ","ON, ",M5A 2L1
1182,The Second Cup,"95 Wellington St W, ","Toronto, ","ON, ",M5J 2N7
1183,The Shmooz Inc,"590 Pape Ave, ","Toronto, ","ON, ",M4K 3R8
1184,The Sovereign,"1359 Davenport Rd, ","Toronto, ","ON, ",M6H 2H5
1185,The Sovereign Coffee Shop,"Non, ","Non, ","ON, ",Non
1186,The Tampered Press,"256 Crawford St, ","Toronto, ","ON, ",M6J 2V8
1187,Thealaskashop,"1064 Yonge St, ","Toronto, ","ON, ",M4W 2L4
1188,Thobors Boulangerie Patisserie Café,"627 Mount Pleasant Rd, ","Toronto, ","ON, ",M4S 2M9
1189,Thor Espresso Bar,"35 Bathurst St, ","Toronto, ","ON, ",M5V 2P2
1190,Ti Carlos,"1384 St Clair Ave W, ","Toronto, ","ON, ",M6E 1C6
1191,Tim Hortons,"3400 Victoria Park Rd, ","North York, ","ON, ",M2H 2N5
1192,Tim Hortons,"800 Lawrence Ave E, ","North York, ","ON, ",M3C 1P4
1193,Tim Hortons,"2 Queen St East, ","Toronto, ","ON, ",M5C 3G7
1194,Tim Hortons,"5383 Yonge St, ","North York, ","ON, ",M2N 5R6
1195,Tim Hortons,"3222 Yonge St, ","Toronto, ","ON, ",M4N 2L2
1196,Tim Hortons,"200 Sherway Dr, ","Etobicoke, ","ON, ",M9C 5N6
1197,Tim Hortons,"280 Scarlett Rd, ","Etobicoke, ","ON, ",M9A 4S4
1198,Tim Hortons,"Food Court - 130 King St West, ","Toronto, ","ON, ",M5X 1A9
1199,Tim Hortons,"241 Church St, ","Toronto, ","ON, ",M5B 1Z4
1200,Tim Hortons,"537 Parliament St, ","Toronto, ","ON, ",M4X 1P3
1201,Tim Hortons,"4820 Sheppard Ave East Unit 27, ","Scarborough, ","ON, ",M1S 4N5
1202,Tim Hortons,"657 University Ave, ","Toronto, ","ON, ",M5G 2C4
1203,Tim Hortons,"735 Warden Avenue, ","Scarborough, ","ON, ",M1L 4A8
1204,Tim Hortons,"5220 Finch Ave East, ","Scarborough, ","ON, ",M1S 4Z6
1205,Tim Hortons,"380 Weston Rd, ","Toronto, ","ON, ",M6N 5H1
1206,Tim Hortons,"5250 Dundas St West, ","Etobicoke, ","ON, ",M9B 1A9
1207,Tim Hortons,"90 Adelaide St W, ","Toronto, ","ON, ",M5H 3V9
1208,Tim Hortons,"720 Warden Ave, ","Scarborough, ","ON, ",M1L 4A1
1209,Tim Hortons,"638 Dixon Rd, ","Etobicoke, ","ON, ",M9W 1J1
1210,Tim Hortons,"860 York Mills, ","North York, ","ON, ",M3B 1Y4
1211,Tim Hortons,"426 Kipling Ave, ","Etobicoke, ","ON, ",M8Z 5C9
1212,Tim Hortons,"3487 Dundas St West, ","Toronto, ","ON, ",M6S 2S5
1213,Tim Hortons,"415 Danforth Rd, ","Scarborough, ","ON, ",M1L 2X8
1214,Tim Hortons,"1 Yorkdale Rd, ","North York, ","ON, ",M6A 3A1
1215,Tim Hortons,"860 York Mills Rd, ","North York, ","ON, ",M3B 1Y4
1216,Tim Hortons,"750 Dundas St West, ","Toronto, ","ON, ",M6J 3S3
1217,Tim Hortons,"171 Bentworth St, ","North York, ","ON, ",M6A 1P7
1218,Tim Hortons,"26 Overlea Blvd, ","East York, ","ON, ",M4H 1A4
1219,Tim Hortons,"25 Woodbine Downs Blvd, ","Etobicoke, ","ON, ",M9W 6N5
1220,Tim Hortons,"731 Eastern Ave, ","Toronto, ","ON, ",M4M 3H6
1221,Tim Hortons,"246 Bloor Street West, ","Toronto, ","ON, ",M5S 1V4
1222,Tim Hortons,"1244 Lawrence Ave E, ","Toronto, ","ON, ",M3A 1C3
1223,Tim Hortons,"171 East Liberty St, ","Toronto, ","ON, ",M6K 3P6
1224,Tim Hortons,"2619 Yonge St, ","Toronto, ","ON, ",M4P 2J1
1225,Tim Hortons,"1034 King St W, ","Toronto, ","ON, ",M6K 3M9
1226,Tim Hortons,"102-150 John St, ","Toronto, ","ON, ",M5V 3E3
1227,Tim Hortons,"2485 Bloor St West, ","Toronto, ","ON, ",M6S 1P7
1228,Tim Hortons,"2 Bruyeres Mews, ","Toronto, ","ON, ",M5V 0G8
1229,Tim Hortons,"1530 Albion Rd., Unit #61, ","Etobicoke, ","ON, ",M9V 1B4
1230,Tim Hortons,"101 Humber College Blvd, ","Toronto, ","ON, ",M9V 1R8
1231,Tim Hortons,"Rogers Omp (no Access To Public), ","Toronto, ","ON, ",M4Y 2Y5
1232,Tim Hortons,"20 Eglinton Ave West, ","Toronto, ","ON, ",M4R 1K8
1233,Tim Hortons,"751 Don Mills Rd, ","Toronto, ","ON, ",M3C 1S3
1234,Tim Hortons,"55 St Clair Ave W, ","Toronto, ","ON, ",M4V 2Y7
1235,Tim Hortons,"100 Wellington St W, ","Toronto, ","ON, ",M5K 1E7
1236,Tim Hortons,"1176 St Clair Ave West, ","Toronto, ","ON, ",M6E 1B4
1237,Tim Hortons,"1108 Pharmacy Ave, ","Scarborough, ","ON, ",M1R 2H3
1238,Tim Hortons,"3080 Yonge Street, ","Toronto, ","ON, ",M4N 3N1
1239,Tim Hortons,"176 Front Street East, ","Toronto, ","ON, ",M5A 1E6
1240,Tim Hortons,"1585 Warden Avenue, ","Scarborough, ","ON, ",M1R 2S9
1241,Tim Hortons,"2700 Dufferin St, ","Toronto, ","ON, ",M6B 4J3
1242,Tim Hortons,"769 Yonge St, ","Toronto, ","ON, ",M4W 2G4
1243,Tim Hortons,"18 King St East, ","Toronto, ","ON, ",M5C 1C4
1244,Tim Hortons,"1896 Eglinton Ave East, ","Scarborough, ","ON, ",M1L 2L9
1245,Tim Hortons,"1728 Bloor St West, ","Toronto, ","ON, ",M6P 1A8
1246,Tim Hortons,"477 Dundas St West, ","Toronto, ","ON, ",M5T 1H1
1247,Tim Hortons,"2867 Ellesmere Rd, ","Scarborough, ","ON, ",M1E 4B9
1248,Tim Hortons,"1244 Lawrence Ave East, ","North York, ","ON, ",M3A 1B9
1249,Tim Hortons,"2183 Queen St E, ","Toronto, ","ON, ",M4E 1E5
1250,Tim Hortons,"3488 Lawrence Ave E, ","Scarborough, ","ON, ",M1H 1A9
1251,Tim Hortons,"45 Overlea Blvd, ","Toronto, ","ON, ",M4H 1C3
1252,Tim Hortons,"800 Bay St, ","Toronto, ","ON, ",M5S 3A9
